"Course","Course code","Subject","Subject code","Link","Points","Levels"
"Eurytmi - Nivå 1","EURY1000X","Eurytmi","EURY","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EURY&courseCode=EURY1000X&version=1&tos=gy&origin=gy2025","100","EURY1000X,EURY2000X,EURY3000X"
"Eurytmi - Nivå 2","EURY2000X","Eurytmi","EURY","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EURY&courseCode=EURY2000X&version=1&tos=gy&origin=gy2025","100","EURY1000X,EURY2000X,EURY3000X"
"Eurytmi - Nivå 3","EURY3000X","Eurytmi","EURY","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EURY&courseCode=EURY3000X&version=1&tos=gy&origin=gy2025","100","EURY1000X,EURY2000X,EURY3000X"
"Eventteknik - Nivå 1","EVEN1000X","Eventteknik","EVEN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EVEN&courseCode=EVEN1000X&version=1&tos=gy&origin=gy2025","100","EVEN1000X,EVEN2000X,EVEN3000X"
"Eventteknik - Nivå 2","EVEN2000X","Eventteknik","EVEN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EVEN&courseCode=EVEN2000X&version=1&tos=gy&origin=gy2025","100","EVEN1000X,EVEN2000X,EVEN3000X"
"Eventteknik - Nivå 3","EVEN3000X","Eventteknik","EVEN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EVEN&courseCode=EVEN3000X&version=1&tos=gy&origin=gy2025","100","EVEN1000X,EVEN2000X,EVEN3000X"
"Exponering - Nivå 1","EXPO1000X","Exponering","EXPO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EXPO&courseCode=EXPO1000X&version=1&tos=gy&origin=gy2025","100","EXPO1000X,EXPO2000X"
"Exponering - Nivå 2","EXPO2000X","Exponering","EXPO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=EXPO&courseCode=EXPO2000X&version=1&tos=gy&origin=gy2025","100","EXPO1000X,EXPO2000X"
"Fackteckning och design - Nivå 1","FACK1000X","Fackteckning och design","FACK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FACK&courseCode=FACK1000X&version=1&tos=gy&origin=gy2025","100","FACK1000X"
"Fartygsbefäl - Nivå 1","FARY1000X","Fartygsbefäl","FARY","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FARY&courseCode=FARY1000X&version=1&tos=gy&origin=gy2025","50","FARY1000X"
"Fartygsteknik - Nivå 1","FARG1000X","Fartygsteknik","FARG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FARG&courseCode=FARG1000X&version=1&tos=gy&origin=gy2025","100","FARG1000X"
"Fartygsunderhåll - Nivå 1","FARU1000X","Fartygsunderhåll","FARU","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FARU&courseCode=FARU1000X&version=1&tos=gy&origin=gy2025","100","FARU1000X,FARU2000X"
"Fartygsunderhåll - Nivå 2","FARU2000X","Fartygsunderhåll","FARU","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FARU&courseCode=FARU2000X&version=1&tos=gy&origin=gy2025","100","FARU1000X,FARU2000X"
"Fastighetsautomation - Nivå 1","FASG1000X","Fastighetsautomation","FASG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FASG&courseCode=FASG1000X&version=1&tos=gy&origin=gy2025","100","FASG1000X,FASG2000X"
"Fastighetsautomation - Nivå 2","FASG2000X","Fastighetsautomation","FASG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FASG&courseCode=FASG2000X&version=1&tos=gy&origin=gy2025","100","FASG1000X,FASG2000X"
"Fastighetsförvaltning - Nivå 1","FAST1000X","Fastighetsförvaltning","FAST","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FAST&courseCode=FAST1000X&version=1&tos=gy&origin=gy2025","100","FAST1000X,FAST2000X"
"Fastighetsförvaltning - Nivå 2","FAST2000X","Fastighetsförvaltning","FAST","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FAST&courseCode=FAST2000X&version=1&tos=gy&origin=gy2025","100","FAST1000X,FAST2000X"
"Fastighetssystem - Nivå 1","FASE1000X","Fastighetssystem","FASE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FASE&courseCode=FASE1000X&version=1&tos=gy&origin=gy2025","100","FASE1000X,FASE2000X"
"Fastighetssystem - Nivå 2","FASE2000X","Fastighetssystem","FASE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FASE&courseCode=FASE2000X&version=1&tos=gy&origin=gy2025","100","FASE1000X,FASE2000X"
"Fastighetsteknik - Nivå 1","FASH1000X","Fastighetsteknik","FASH","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FASH&courseCode=FASH1000X&version=1&tos=gy&origin=gy2025","200","FASH1000X,FASH2000X"
"Fastighetsteknik - Nivå 2","FASH2000X","Fastighetsteknik","FASH","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FASH&courseCode=FASH2000X&version=1&tos=gy&origin=gy2025","100","FASH1000X,FASH2000X"
"Filmkunskap - Nivå 1","FILM1000X","Filmkunskap","FILM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FILM&courseCode=FILM1000X&version=1&tos=gy&origin=gy2025","100","FILM1000X"
"Film- och tv-produktion - Nivå 1","FILO1000X","Film- och tv-produktion","FILO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FILO&courseCode=FILO1000X&version=1&tos=gy&origin=gy2025","100","FILO1000X,FILO2000X,FILO3000X,FILO4000X"
"Film- och tv-produktion - Nivå 2","FILO2000X","Film- och tv-produktion","FILO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FILO&courseCode=FILO2000X&version=1&tos=gy&origin=gy2025","100","FILO1000X,FILO2000X,FILO3000X,FILO4000X"
"Film- och tv-produktion - Nivå 3","FILO3000X","Film- och tv-produktion","FILO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FILO&courseCode=FILO3000X&version=1&tos=gy&origin=gy2025","100","FILO1000X,FILO2000X,FILO3000X,FILO4000X"
"Film- och tv-produktion - Nivå 4","FILO4000X","Film- och tv-produktion","FILO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FILO&courseCode=FILO4000X&version=1&tos=gy&origin=gy2025","100","FILO1000X,FILO2000X,FILO3000X,FILO4000X"
"Filosofi - Nivå 1","FILS1000X","Filosofi","FILS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FILS&courseCode=FILS1000X&version=1&tos=gy&origin=gy2025","200","FILS1000X,FILS2000X"
"Filosofi - Nivå 2","FILS2000X","Filosofi","FILS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FILS&courseCode=FILS2000X&version=1&tos=gy&origin=gy2025","200","FILS1000X,FILS2000X"
"Finsnickeri – fördjupning - Nivå 1","FINI1000X","Finsnickeri – fördjupning","FINI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINI&courseCode=FINI1000X&version=1&tos=gy&origin=gy2025","200","FINI1000X,FINI2000X,FINI3000X,FINI4000X"
"Finsnickeri – fördjupning - Nivå 2","FINI2000X","Finsnickeri – fördjupning","FINI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINI&courseCode=FINI2000X&version=1&tos=gy&origin=gy2025","200","FINI1000X,FINI2000X,FINI3000X,FINI4000X"
"Finsnickeri – fördjupning - Nivå 3","FINI3000X","Finsnickeri – fördjupning","FINI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINI&courseCode=FINI3000X&version=1&tos=gy&origin=gy2025","100","FINI1000X,FINI2000X,FINI3000X,FINI4000X"
"Finsnickeri – fördjupning - Nivå 4","FINI4000X","Finsnickeri – fördjupning","FINI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINI&courseCode=FINI4000X&version=1&tos=gy&origin=gy2025","100","FINI1000X,FINI2000X,FINI3000X,FINI4000X"
"Finsnickeri – teknik - Nivå 1","FINN1000X","Finsnickeri – teknik","FINN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINN&courseCode=FINN1000X&version=1&tos=gy&origin=gy2025","200","FINN1000X,FINN2000X,FINN3000X,FINN4000X"
"Finsnickeri – teknik - Nivå 2","FINN2000X","Finsnickeri – teknik","FINN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINN&courseCode=FINN2000X&version=1&tos=gy&origin=gy2025","200","FINN1000X,FINN2000X,FINN3000X,FINN4000X"
"Finsnickeri – teknik - Nivå 3","FINN3000X","Finsnickeri – teknik","FINN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINN&courseCode=FINN3000X&version=1&tos=gy&origin=gy2025","200","FINN1000X,FINN2000X,FINN3000X,FINN4000X"
"Finsnickeri – teknik - Nivå 4","FINN4000X","Finsnickeri – teknik","FINN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FINN&courseCode=FINN4000X&version=1&tos=gy&origin=gy2025","100","FINN1000X,FINN2000X,FINN3000X,FINN4000X"
"Fiske - Nivå 1","FISE1000X","Fiske","FISE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FISE&courseCode=FISE1000X&version=1&tos=gy&origin=gy2025","100","FISE1000X"
"Fiske- och vattenvård - Nivå 1","FISK1000X","Fiske- och vattenvård","FISK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FISK&courseCode=FISK1000X&version=1&tos=gy&origin=gy2025","100","FISK1000X,FISK2000X"
"Fiske- och vattenvård - Nivå 2","FISK2000X","Fiske- och vattenvård","FISK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FISK&courseCode=FISK2000X&version=1&tos=gy&origin=gy2025","200","FISK1000X,FISK2000X"
"Florist – fördjupning - Nivå 1","FLOI1000X","Florist – fördjupning","FLOI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOI&courseCode=FLOI1000X&version=1&tos=gy&origin=gy2025","200","FLOI1000X,FLOI2000X,FLOI3000X"
"Florist – fördjupning - Nivå 2","FLOI2000X","Florist – fördjupning","FLOI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOI&courseCode=FLOI2000X&version=1&tos=gy&origin=gy2025","100","FLOI1000X,FLOI2000X,FLOI3000X"
"Florist – fördjupning - Nivå 3","FLOI3000X","Florist – fördjupning","FLOI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOI&courseCode=FLOI3000X&version=1&tos=gy&origin=gy2025","100","FLOI1000X,FLOI2000X,FLOI3000X"
"Florist – komposition och försäljning - Nivå 1","FLOS1000X","Florist – komposition och försäljning","FLOS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOS&courseCode=FLOS1000X&version=1&tos=gy&origin=gy2025","250","FLOS1000X,FLOS2000X,FLOS3000X,FLOS4000X"
"Florist – komposition och försäljning - Nivå 2","FLOS2000X","Florist – komposition och försäljning","FLOS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOS&courseCode=FLOS2000X&version=1&tos=gy&origin=gy2025","250","FLOS1000X,FLOS2000X,FLOS3000X,FLOS4000X"
"Florist – komposition och försäljning - Nivå 3","FLOS3000X","Florist – komposition och försäljning","FLOS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOS&courseCode=FLOS3000X&version=1&tos=gy&origin=gy2025","200","FLOS1000X,FLOS2000X,FLOS3000X,FLOS4000X"
"Florist – komposition och försäljning - Nivå 4","FLOS4000X","Florist – komposition och försäljning","FLOS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOS&courseCode=FLOS4000X&version=1&tos=gy&origin=gy2025","100","FLOS1000X,FLOS2000X,FLOS3000X,FLOS4000X"
"Florist – teknik och komposition - Nivå 1","FLOT1000X","Florist – teknik och komposition","FLOT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOT&courseCode=FLOT1000X&version=1&tos=gy&origin=gy2025","200","FLOT1000X,FLOT2000X"
"Florist – teknik och komposition - Nivå 2","FLOT2000X","Florist – teknik och komposition","FLOT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLOT&courseCode=FLOT2000X&version=1&tos=gy&origin=gy2025","100","FLOT1000X,FLOT2000X"
"Flyg – ellära, elektronik och digitalteknik - Nivå 1","FLYE1000X","Flyg – ellära, elektronik och digitalteknik","FLYE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYE&courseCode=FLYE1000X&version=1&tos=gy&origin=gy2025","200","FLYE1000X"
"Flyg – gasturbinmotorer - Nivå 1","FLYA1000X","Flyg – gasturbinmotorer","FLYA","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYA&courseCode=FLYA1000X&version=1&tos=gy&origin=gy2025","200","FLYA1000X"
"Flyg – kolvmotorer - Nivå 1","FLYK1000X","Flyg – kolvmotorer","FLYK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYK&courseCode=FLYK1000X&version=1&tos=gy&origin=gy2025","200","FLYK1000X"
"Flyg – kompositreparationer - Nivå 1","FLYO1000X","Flyg – kompositreparationer","FLYO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYO&courseCode=FLYO1000X&version=1&tos=gy&origin=gy2025","200","FLYO1000X"
"Flygplansteknik - Nivå 1","FLYL1000X","Flygplansteknik","FLYL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYL&courseCode=FLYL1000X&version=1&tos=gy&origin=gy2025","200","FLYL1000X"
"Flygplatsteknik - Nivå 1","FLYG1000X","Flygplatsteknik","FLYG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYG&courseCode=FLYG1000X&version=1&tos=gy&origin=gy2025","200","FLYG1000X,FLYG2000X"
"Flygplatsteknik - Nivå 2","FLYG2000X","Flygplatsteknik","FLYG","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYG&courseCode=FLYG2000X&version=1&tos=gy&origin=gy2025","200","FLYG1000X,FLYG2000X"
"Flyg – plåtreparationer - Nivå 1","FLYP1000X","Flyg – plåtreparationer","FLYP","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYP&courseCode=FLYP1000X&version=1&tos=gy&origin=gy2025","100","FLYP1000X"
"Flyg – underhållsteknik - Nivå 1","FLYU1000X","Flyg – underhållsteknik","FLYU","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYU&courseCode=FLYU1000X&version=1&tos=gy&origin=gy2025","200","FLYU1000X,FLYU2000X"
"Flyg – underhållsteknik - Nivå 2","FLYU2000X","Flyg – underhållsteknik","FLYU","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYU&courseCode=FLYU2000X&version=1&tos=gy&origin=gy2025","200","FLYU1000X,FLYU2000X"
"Flyg – yrkesteknik - Nivå 1","FLYY1000X","Flyg – yrkesteknik","FLYY","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FLYY&courseCode=FLYY1000X&version=1&tos=gy&origin=gy2025","200","FLYY1000X"
"Fordon – elektronik och mjukvara - Nivå 1","FORV1000X","Fordon – elektronik och mjukvara","FORV","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORV&courseCode=FORV1000X&version=1&tos=gy&origin=gy2025","200","FORV1000X"
"Fordon och transport - Nivå 1","FORD1000X","Fordon och transport","FORD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORD&courseCode=FORD1000X&version=1&tos=gy&origin=gy2025","200","FORD1000X,FORD2000X"
